unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
1696,1225,Rev,Ruins of Loropéni,Ruines de Loropéni,"<p>The 11,130m2 property, the first to be inscribed in the country, with its imposing stone walls is the best preserved of ten fortresses in the Lobi area and is part of a larger group of 100 stone enclosures that bear testimony to the power of the trans-Saharan gold trade. Situated near the borders of Côte d’Ivoire, Ghana and Togo, the ruins have recently been shown to be at least 1,000 years old. The settlement was occupied by the Lohron or Koulango peoples, who controlled the extraction and transformation of gold in the region when it reached its apogee from the 14th to the 17th century. Much mystery surrounds this site large parts of which have yet to be excavated. The settlement seems to have been abandoned during some periods during its long history. The property which was finally deserted in the early 19th century is expected to yield much more information.</p>","<p>Ce premier site burkinabé est bardé de hauts murs et s’étend sur 11 130 m2. C’est la mieux préservée des dix forteresses que compte la région du Lobi. Il s’inscrit aussi dans un ensemble plus large qui compte une centaine d’enceintes en pierre, reflétant la puissance du commerce transsaharien de l’or. Vieilles d’au moins mille ans selon des découvertes récentes, ces ruines sont situées près des frontières du Togo et du Ghana. L’emplacement a été occupé par les Lohron ou les Koulango qui contrôlaient l’extraction et la transformation de l’or dans la région à l’apogée de cette exploitation aurifère (XIVème au XVIIème siècle). Beaucoup de mystère entoure ce site dont une large part n’a pas encore été fouillée. Au cours de sa longue histoire, Loropéni semble avoir été abandonné à plusieurs reprises. L’abandon définitif est intervenu entre le début et le milieu du XIXème siècle. Ce site promet encore beaucoup d’informations.</p>",,,2009,,0,,,-3.583333333,10.25,1.113,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Burkina Faso,Burkina Faso,Africa,Afrique,bf,bfa,0
2290,1602,,Ancient Ferrous Metallurgy Sites of Burkina Faso,Sites de métallurgie ancienne du fer du Burkina Faso,"This property is composed of five elements located in different provinces of the country. It includes about fifteen standing, natural-draught furnaces, several other furnace structures, mines and traces of dwellings. Douroula, which dates back to the 8th century BCE, is the oldest evidence of the development of iron production found in Burkina Faso. The other components of the property – Tiwêga, Yamané, Kindibo and Békuy – illustrate the intensification of iron production during the second millennium CE. Even though iron ore reduction –obtaining iron from ore – is no longer practiced today, village blacksmiths still play a major role in supplying tools, while taking part in various rituals.","Ce bien, composé de cinq éléments situés dans différentes provinces du pays, comprend une quinzaine de fourneaux debout à tirage naturel, plusieurs bases de fourneaux, des mines et des traces d’habitations. Remontant au VIII<sup>e </sup>siècle AEC, Douroula est le témoin le plus ancien du développement de la production de fer recensé au Burkina Faso. Les autres composantes du bien - Tiwêga, Yamané, Kindibo et Békuy  – illustrent l’intensification de la production de fer au cours du II<sup>e</sup> millénaire EC. Même si la réduction de fer – obtention de fer à partir du minerai –  n’est plus pratiquée aujourd’hui, les forgerons des villages jouent encore un rôle important en fournissant des outils et en prenant part à de nombreux rituels.",,,2019,,0,,,-3.328986111,12.58775833,122.3,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Burkina Faso,Burkina Faso,Africa,Afrique,bf,bfa,0
1600,1310,,"Cidade Velha, Historic Centre of Ribeira Grande","Cidade Velha, centre historique de Ribeira Grande","<p>The town of Ribeira Grande, renamed Cidade Velha in the late 18th century, was the first European colonial outpost in the tropics. Located in the south of the island of Santiago, the town features some of the original street layout impressive remains including two churches, a royal fortress and Pillory Square with its ornate 16th century marble pillar.</p>","<p>La ville de Ribeira Grande, rebaptis&eacute;e Cidade Velha &agrave; la fin du XVIII&egrave;me si&egrave;cle, a &eacute;t&eacute; la premi&egrave;re ville coloniale construite par les Europ&eacute;ens sous les tropiques. Situ&eacute;e au sud de l'&icirc;le de Santiago, elle conserve une partie de son trac&eacute; viaire et d'importants vestiges, dont deux &eacute;glises, une forteresse royale et la place du Pilori avec sa colonne de marbre de style manu&eacute;lin.</p>",,,2009,,0,,,-23.60519444,14.91513889,209.1,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Cabo Verde,Cabo Verde,Africa,Afrique,cv,cpv,0
791,668,,Angkor,Angkor,"<p>Angkor is one of the most important archaeological sites in South-East Asia. Stretching over some 400 km2, including forested area, Angkor Archaeological Park contains the magnificent remains of the different capitals of the Khmer Empire, from the 9th to the 15th century. They include the famous Temple of Angkor Wat and, at Angkor Thom, the Bayon Temple with its countless sculptural decorations. UNESCO has set up a wide-ranging programme to safeguard this symbolic site and its surroundings.</p>","<p>Angkor est l’un des principaux sites archéologiques de l’Asie du Sud-Est. S’étendant sur quelque 400 km2 couverts en partie par la forêt, le parc archéologique d’Angkor recèle les admirables vestiges des différentes capitales de l’Empire khmer qui rayonna entre le IXe et le XVe siècle : le célèbre temple d’Angkor Vat et, à Angkor Thom, le temple du Bayon orné d’innombrables sculptures. L’UNESCO a mis en œuvre un vaste programme de sauvegarde de ce site symbole et de son environnement.</p>",,,1992,,0,2004,P 1992-2004,103.8333333,13.43333333,40100,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Cambodia,Cambodge,Asia and the Pacific,Asie et Pacifique,kh,khm,0
1591,1224,Rev,Temple of Preah Vihear,Temple de Preah Vihear,"<p>Situated on the edge of a plateau that dominates the plain of Cambodia, the Temple of Preah Vihear is dedicated to Shiva. The Temple is composed of a series of sanctuaries linked by a system of pavements and staircases over an 800 metre long axis and dates back to the first half of the 11th century AD. Nevertheless, its complex history can be traced to the 9th century, when the hermitage was founded. This site is particularly well preserved, mainly due to its remote location. The site is exceptional for the quality of its architecture, which is adapted to the natural environment and the religious function of the temple, as well as for the exceptional quality of its carved stone ornamentation.</p>","<p>Le temple de Preah Vihear, dédié à Shiva, se trouve au bord d’un plateau qui domine la plaine du Cambodge. Composé d'une série de sanctuaires reliés par un système de chaussées et d'escaliers s'étendant sur un axe de 800 m, le temple date de la première moitié du XIe siècle. Son histoire complexe remonte cependant au IXe siècle, époque à laquelle un ermitage a été fondé. Ce site est particulièrement bien préservé, essentiellement en raison de sa situation reculée. L'ensemble est exceptionnel pour son architecture, adaptée à la fois aux contraintes naturelles du site et aux fonctions religieuses du temple, ainsi que pour la qualité des ornementations de pierre sculptée.</p>",,,2008,,0,,,104.6838889,14.38833333,154.7,1,0,0,0,0,0,0,0,0,0,(i),Cultural,C,Cambodia,Cambodge,Asia and the Pacific,Asie et Pacifique,kh,khm,0
2140,1532,,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura","Zone des temples de Sambor Prei Kuk, site archéologique de l’ancienne Ishanapura","<p>The archaeological site of Sambor Prei Kuk, “the temple in the richness of the forest” in the Khmer language, has been identified as Ishanapura, the capital of the Chenla Empire that flourished in the late 6th and early 7th centuries AD. The property comprises more than a hundred temples, ten of which are octagonal, unique specimens of their genre in South-East Asia. Decorated sandstone elements in the site are characteristic of the pre-Angkor decorative idiom, known as the Sambor Prei Kuk Style. Some of these elements, including lintels, pediments and colonnades, are true masterpieces. The art and architecture developed here became models for other parts of the region and lay the ground for the unique Khmer style of the Angkor period.</p>","<p>Le site archéologique de Sambor Prei Kuk, « le temple dans la forêt luxuriante » en langue khmère, a été identifié comme étant Ishanapura, la capitale de l'empire Chenla qui prospéra de la fin du VIe siècle au début du VIIe siècle de notre ère. Le bien comprend plus d’une centaine de temples, dont dix temples octogonaux qui constituent des spécimens uniques en leur genre en Asie du Sud-Est. Leur décoration architecturale en grès est caractéristique du style pré-angkorien, le style dit de Sambor Prei Kuk, et certains des éléments (linteaux, frontons, colonnades...) sont de véritables chefs-d'oeuvre. L'art et l'architecture développés sur ce site devinrent un modèle qui s'est diffusé dans d'autres parties de la région et a posé les fondations du style khmer unique de la période angkorienne.</p>",,,2017,,0,,,105.0430556,12.8725,840.03,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Cambodia,Cambodge,Asia and the Pacific,Asie et Pacifique,kh,khm,0
470,407,,Dja Faunal Reserve,Réserve de faune du Dja,"<p>This is one of the largest and best-protected rainforests in Africa, with 90% of its area left undisturbed. Almost completely surrounded by the Dja River, which forms a natural boundary, the reserve is especially noted for its biodiversity and a wide variety of primates. It contains 107 mammal species, five of which are threatened.</p>","<p>C&rsquo;est l&rsquo;une des for&ecirc;ts humides d&rsquo;Afrique les plus vastes et les mieux prot&eacute;g&eacute;es, 90 % de sa superficie restant inviol&eacute;e. Pratiquement encercl&eacute;e par le fleuve Dja, qui en forme la limite naturelle, la r&eacute;serve est surtout remarquable pour sa biodiversit&eacute; et pour la tr&egrave;s grande vari&eacute;t&eacute; des primates qui y vivent. Elle abrite 107 esp&egrave;ces de mammif&egrave;res, dont cinq sont menac&eacute;es.</p>",,,1987,,0,,,13,3,526000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Cameroon,Cameroun,Africa,Afrique,cm,cmr,0
2248,4,,L’Anse aux Meadows National Historic Site,Lieu historique national de L’Anse aux Meadows,"<p>At the tip of the Great Northern Peninsula of the island of Newfoundland, the remains of an 11th-century Viking settlement are evidence of the first European presence in North America. The excavated remains of wood-framed peat-turf buildings are similar to those found in Norse Greenland and Iceland.</p>","<p>À la pointe de la péninsule Great Northern de l'île de Terre-Neuve, les vestiges d'un établissement viking du XIe siècle confirment la première présence européenne en Amérique du Nord. Les vestiges mis au jour d'édifices en mottes de tourbe entre des charpentes de bois sont similaires à ceux trouvés au Groenland et en Islande.</p>",,,1978,,0,,,-55.55,51.58472222,7991,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
27,24,,Nahanni National Park,Parc national Nahanni,"<p>Located along the South Nahanni River, one of the most spectacular wild rivers in North America, this park contains deep canyons and huge waterfalls, as well as a unique limestone cave system. The park is also home to animals of the boreal forest, such as wolves, grizzly bears and caribou. Dall's sheep and mountain goats are found in the park's alpine environment.</p>","<p>Situé le long de la Nahanni Sud, l'un des cours d'eau les plus spectaculaires d'Amérique du Nord, ce parc comporte de profonds canyons, de grandes cascades, ainsi qu'un ensemble unique de grottes karstiques. Le parc abrite, de plus, maintes espèces animales caractéristiques des forêts boréales comme le loup, le grizzli et le caribou. On trouve également le mouflon de Dall et la chèvre de montagne dans l'environnement alpin du parc.</p>",,,1978,,0,,,-125.5894444,61.54722222,476560,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
75,71,,Dinosaur Provincial Park,Parc provincial Dinosaur,"<p>In addition to its particularly beautiful scenery, Dinosaur Provincial Park – located at the heart of the province of Alberta's badlands – contains some of the most important fossil discoveries ever made from the 'Age of Reptiles', in particular about 35 species of dinosaur, dating back some 75 million years.</p>","<p>Outre ses paysages d'une grande beauté, le parc, situé au cœur des bad-lands de la province de l'Alberta, contient les vestiges les plus importants qu'on ait jamais trouvés de l'« âge des reptiles ». Il s'agit en particulier d'environ 35 espèces de dinosaures remontant à quelque 75 millions d'années.</p>",,,1979,,0,,,-111.4922222,50.76777778,7825,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
175,157,,S<U>G</U>ang Gwaay,S<U>G</U>ang Gwaay,"<p>The village of Ninstints (Nans Dins) is located on a small island off the west coast of the Queen Charlotte Islands (Haida Gwaii). Remains of houses, together with carved mortuary and memorial poles, illustrate the Haida people's art and way of life. The site commemorates the living culture of the Haida people and their relationship to the land and sea, and offers a visual key to their oral traditions.</p>","<p>Le village de Ninstints (Nans Dins) est situé sur une petite île sur la côte ouest des îles de la Reine-Charlotte (Haïda Gwaii). Les vestiges de maisons ainsi que de mâts funéraires et commémoratifs sculptés fournissent des exemples de la vie et de l'art toujours vivants des Haïdas. Le site commémore la culture vivante des Haïdas, leur relation avec la terre et la mer et offre une clef visuelle des traditions orales.</p>",,,1981,,0,,,-131.2202778,52.095,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
2405,158,,Head-Smashed-In Buffalo Jump,Le précipice à bisons Head-Smashed-In,"<p>In south-west Alberta, the remains of marked trails and an aboriginal camp, and a tumulus where vast quantities of buffalo (American Bison) skeletons can still be found, are evidence of a custom practised by aboriginal peoples of the North American plains for nearly 6,000 years. Using their excellent knowledge of the topography and of buffalo behaviour, they killed their prey by chasing them over a precipice; the carcasses were later carved up in the camp below.</p>","<p>Dans le sud-ouest de l'Alberta, les vestiges de pistes balisées, les restes d'un campement autochtone et un tumulus où l'on a trouvé d'énormes quantités de squelettes de bisons illustrent un usage pratiqué pendant près de six millénaires par les peuples autochtones des grandes plaines de l'Amérique du Nord. Ceux-ci, grâce à leur connaissance très précise de la topographie du terrain et du comportement des bisons, pourchassaient les troupeaux vers le précipice et dépeçaient ensuite les carcasses dans un campement en contrebas.</p>",,,1981,,0,,,-113.6520528,49.70840556,3626,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
286,256,,Wood Buffalo National Park,Parc national Wood Buffalo,"<p>Situated on the plains in the north-central region of Canada, the park (which covers 44,807 km2) is home to North America's largest population of wild bison. It is also the natural nesting place of the whooping crane. Another of the park's attractions is the world's largest inland delta, located at the mouth of the Peace and Athabasca rivers.</p>","<p>Situé dans les plaines de la région centre-nord du Canada, ce parc abrite la plus grande population américaine de bisons en liberté et est aussi l'aire naturelle de nidification de la grue blanche d'Amérique. Parmi ses beautés naturelles, on peut noter le plus grand delta intérieur du monde, situé à l'embouchure des rivières la Paix et Athabasca. Le parc couvre 44 807 km<sup>2</sup> .</p>",,,1983,,0,,,-112.2933333,59.35833333,4480000,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
336,300,,Historic District of Old Québec,Arrondissement historique du Vieux-Québec,"<p>Québec was founded by the French explorer Champlain in the early 17th century. It is the only North American city to have preserved its ramparts, together with the numerous bastions, gates and defensive works which still surround Old Québec. The Upper Town, built on the cliff, has remained the religious and administrative centre, with its churches, convents and other monuments like the Dauphine Redoubt, the Citadel and Château Frontenac. Together with the Lower Town and its ancient districts, it forms an urban ensemble which is one of the best examples of a fortified colonial city.</p>","<p>Fondée par l'explorateur français Champlain au début du XVII<sup>e</sup> siècle, Québec demeure la seule ville d'Amérique du Nord à avoir conservé ses remparts qui regroupent de nombreux bastions, portes et ouvrages défensifs ceinturant toujours le Vieux-Québec. La Haute-Ville, située au sommet de la falaise, centre religieux et administratif, avec ses églises, ses couvents et autres monuments comme la redoute Dauphine, la Citadelle et le Château Frontenac, et la Basse-Ville, avec ses quartiers anciens, forment un ensemble urbain qui est un des meilleurs exemples de ville coloniale fortifiée.</p>",,,1985,,0,,,-71.21055556,46.80944444,135,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
342,304,Bis,Canadian Rocky Mountain Parks,Parcs des montagnes Rocheuses canadiennes,"<p>The contiguous national parks of Banff, Jasper, Kootenay and Yoho, as well as the Mount Robson, Mount Assiniboine and Hamber provincial parks, studded with mountain peaks, glaciers, lakes, waterfalls, canyons and limestone caves, form a striking mountain landscape. The Burgess Shale fossil site, well known for its fossil remains of soft-bodied marine animals, is also found there.</p>","<p>Les parcs nationaux contigus de Banff, Jasper, Kootenay et Yoho, ainsi que les parcs provinciaux du mont Robson, du mont Assiniboine et Hamber, parsemés de sommets, de glaciers, de lacs, de chutes, de canyons et de grottes calcaires, offrent des paysages montagneux particulièrement remarquables. On y trouve aussi le gisement fossilifère de Burgess Shale, renommé pour ses restes fossilisés d'animaux marins à corps mou.</p>",,,1984,1990,0,,,-116.4797222,51.42472222,2360000,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
483,419,,Gros Morne National Park,Parc national du Gros-Morne,"<p>Situated on the west coast of the island of Newfoundland, the park provides a rare example of the process of continental drift, where deep ocean crust and the rocks of the earth's mantle lie exposed. More recent glacial action has resulted in some spectacular scenery, with coastal lowland, alpine plateau, fjords, glacial valleys, sheer cliffs, waterfalls and many pristine lakes.</p>","<p>Situé sur la côte ouest de l'île de Terre-Neuve, le parc offre un exemple rare de l'évolution de la dérive des continents où la croûte océanique profonde et les rochers du manteau terrestre sont exposés. L'action glaciaire plus récente a sculpté un paysage spectaculaire composé de basses terres côtières, de plateaux alpins, de fjords, de vallées glaciaires, de falaises abruptes, de chutes et de plusieurs lacs inviolés.</p>",,,1987,,0,,,-57.53138889,49.6125,180500,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
812,686,Rev,Miguasha National Park,Parc national de Miguasha,"<p>The palaeontological site of Miguasha National Park, in south-eastern Quebec on the southern coast of the Gaspé peninsula, is considered to be the world's most outstanding illustration of the Devonian Period known as the 'Age of Fishes'. Dating from 370 million years ago, the Upper Devonian Escuminac Formation represented here contains five of the six fossil fish groups associated with this period. Its significance stems from the discovery there of the highest number and best-preserved fossil specimens of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates – the tetrapods.</p>","<p>Situé dans la région du Québec méridional, sur la côte sud-ouest de la péninsule gaspésienne, le parc national de Miguasha est un site paléontologique remarquable, considéré comme la meilleure illustration de la période du dévonien ou « âge des poissons ». Datée de 370 millions d'années, la formation d'Escuminac, dévonien supérieur, renferme cinq des six groupes de poissons fossiles associés à cette période. L'importance de ce site tient au fait qu'on y trouve la plus grande concentration de spécimens fossiles de poissons à nageoires charnues – en état exceptionnel de conservation – qui sont les ancêtres des premiers vertébrés terrestres respirant de l'air : les tétrapodes.</p>","<p><em>Criterion (viii):</em> In its representation of vertebrate life, Miguasha is the most outstanding fossil site in the world for illustrating the Devonian as the “Age of Fishes”. The area is of paramount importance in having the greatest number and best preserved fossil specimens found anywhere in the world of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates - the tetrapodes.</p>","<p><em>Critère (viii) :</em> Pour son témoignage sur la vie vertébrée et son illustration de l’«âge des poissons» du Dévonien, Miguasha est le site fossilifère le plus exceptionnel du monde. Le site est d’importance capitale car il occupe le premier rang mondial pour le nombre et la qualité de conservation des spécimens fossiles de Sarcoptérygiens qui sont les ancêtres des premiers vertébrés terrestres à quatre pattes et respirant de l’air – les tétrapodes.</p>",1999,,0,,,-66.35305556,48.105,87.3,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
875,741,,Old Town Lunenburg,Le Vieux Lunenburg,"<p>Lunenburg is the best surviving example of a planned British colonial settlement in North America. Established in 1753, it has retained its original layout and overall appearance, based on a rectangular grid pattern drawn up in the home country. The inhabitants have managed to safeguard the city's identity throughout the centuries by preserving the wooden architecture of the houses, some of which date from the 18th century.</p>","<p>Le Vieux Lunenburg offre le meilleur exemple encore existant d'un établissement colonial britannique planifié en Amérique du Nord. Fondé en 1753, il conserve intacts sa structure d'origine, obéissant à un plan en damier conçu en métropole, ainsi que son aspect général. La population a su préserver l'identité de la ville au cours des siècles en sauvegardant l'architecture de bois de ses maisons, dont certaines datent du XVII<sup>e</sup> siècle.</p>",,,1995,,0,,,-64.30916667,44.37611111,33.85,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
1475,1221,,Rideau Canal,Canal Rideau,"<p>The Rideau Canal, a monumental early 19th-century construction covering 202 km of the Rideau and Cataraqui rivers from Ottawa south to Kingston Harbour on Lake Ontario, was built primarily for strategic military purposes at a time when Great Britain and the United States vied for control of the region. The site, one of the first canals to be designed specifically for steam-powered vessels, also features an ensemble of fortifications. It is the best-preserved example of a slackwater canal in North America, demonstrating the use of this European technology on a large scale. It is the only canal dating from the great North American canal-building era of the early 19th century to remain operational along its original line with most of its structures intact.</p>","<p>Ce canal monumental qui date du d&eacute;but du XIXe si&egrave;cle s&rsquo;&eacute;tend sur 202 km, le long des rivi&egrave;res Rideau et Cataraqui, depuis Ottawa au nord jusqu&rsquo;au port de Kingston sur le lac Ontario au sud. Il a &eacute;t&eacute; construit &agrave; des fins principalement militaires et strat&eacute;giques &agrave; une &eacute;poque o&ugrave; la Grande-Bretagne et les &Eacute;tats-Unis se disputaient le contr&ocirc;le de la r&eacute;gion. Ce canal, qui est l&rsquo;un des premiers &agrave; avoir &eacute;t&eacute; con&ccedil;us sp&eacute;cialement pour les bateaux &agrave; vapeur, est associ&eacute; &agrave; un ensemble de fortifications. Il s&rsquo;agit du canal &agrave; plans d&rsquo;eau le mieux pr&eacute;serv&eacute; d&rsquo;Am&eacute;rique du Nord et il illustre l&rsquo;utilisation &agrave; grande &eacute;chelle de cette technologie europ&eacute;enne dans la r&eacute;gion. C&rsquo;est le seul canal datant de la grande &eacute;poque de la construction de canaux en Am&eacute;rique du Nord au d&eacute;but du XIXe si&egrave;cle qui soit encore op&eacute;rationnel sur tout son trac&eacute; initial et qui conserve intactes la plupart de ses structures d&rsquo;origine.</p>",,,2007,,0,,,-75.765125,44.99438611,21454.81,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
1516,1285,,Joggins Fossil Cliffs,Falaises fossilifères de Joggins,"<p>The Joggins Fossil Cliffs, a 689 ha palaeontological site along the coast of Nova Scotia (eastern Canada), have been described as the &ldquo;coal age Gal&aacute;pagos&rdquo; due to their wealth of fossils from the Carboniferous period (354 to 290 million years ago). The rocks of this site are considered to be iconic for this period of the history of Earth and are the world&rsquo;s thickest and most comprehensive record of the Pennsylvanian strata (dating back 318 to 303 million years) with the most complete known fossil record of terrestrial life from that time. These include the remains and tracks of very early animals and the rainforest in which they lived, left in situ, intact and undisturbed. With its 14.7 km of sea cliffs, low bluffs, rock platforms and beach, the site groups remains of three ecosystems: estuarine bay, floodplain rainforest and fire prone forested alluvial plain with freshwater pools. It offers the richest assemblage known of the fossil life in these three ecosystems with 96 genera and 148 species of fossils and 20 footprint groups. The site is listed as containing outstanding examples representing major stages in the history of Earth.</p>","<p>Les falaises fossilif&egrave;res de Joggins constituent un site pal&eacute;ontologique de 689 hectares, situ&eacute; le long de la c&ocirc;te de la Nouvelle-Ecosse (dans l'Est du Canada). On le surnomme le &laquo; Gal&aacute;pagos du carbonif&egrave;re &raquo; en raison de la profusion de fossiles qu'on y trouve et qui remontent &agrave; cette p&eacute;riode g&eacute;ologique (datant de 354 &agrave; 290 millions d'ann&eacute;es). Les roches du site sont consid&eacute;r&eacute;es comme des exemples types de cette p&eacute;riode de l'histoire de la Terre ; elles constituent le vestige de la strate pennsylvanienne (vieille de 318 &agrave; 303 millions d'ann&eacute;es) le plus important en &eacute;paisseur et en richesse au monde, ainsi que le registre fossilif&egrave;re le plus complet des formes de vie terrestres de cette &eacute;poque. On y trouve des restes et des traces des premiers animaux et des for&ecirc;ts tropicales humides dans lesquelles ils vivaient, conserves in situ, intacts et non perturb&eacute;s. Les 14,7 kilom&egrave;tres de falaises maritimes, de microfalaises, de plates-formes rocheuses et de plages du site regroupent les vestiges de trois &eacute;cosyst&egrave;mes : une baie estuarienne, une for&ecirc;t tropicale humide en plaine inondable et une plaine alluviale bois&eacute;e sujette aux incendies et comportant des mares d'eau douce. Le site offre l'ensemble le plus complet de fossiles de ces trois types d'&eacute;cosyst&egrave;me, soit 96 genres et 148 esp&egrave;ces de fossiles ainsi que 20 groupes d'empreintes. II est r&eacute;pertori&eacute; en raison des &eacute;chantillons spectaculaires qu'il renferme et qui repr&eacute;sentent les principales &eacute;tapes de l'histoire de la Terre.</p>",,,2008,,0,,,-64.43583333,45.70972222,689,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
1828,1404,,Landscape of Grand Pré,Le Paysage de Grand-Pré,"<p>Situated in the southern Minas Basin of Nova Scotia, the Grand Pr&eacute; marshland and archaeological sites constitute a cultural landscape bearing testimony to the development of agricultural farmland using dykes and the <em>aboiteau </em>wooden sluice system, started by the Acadians in the 17th century and further developed and maintained by the Planters and present-day inhabitants. Over 1,300&nbsp;ha, the cultural landscape encompasses a large expanse of polder farmland and archaeological elements of the towns of Grand Pr&eacute; and Hortonville, which were built by the Acadians and their successors. The landscape is an exceptional example of the adaptation of the first European settlers to the conditions of the North American Atlantic coast. The site &ndash; marked by one of the most extreme tidal ranges in the world, averaging 11.6&nbsp;m &ndash; is also inscribed as a memorial to Acadian way of life and deportation, which started in 1755, known as the <em>Grand D&eacute;rangement.</em></p>","<p>Le &laquo;&nbsp;marais&nbsp;&raquo; de Grand-Pr&eacute; et les sites arch&eacute;ologiques, situ&eacute;s dans la partie m&eacute;ridionale de la baie Minas en Nouvelle-&eacute;cosse, constituent un paysage culturel qui t&eacute;moigne du d&eacute;veloppement de la pold&eacute;risation agricole r&eacute;alis&eacute;e &ndash; &agrave; base de digues et d&rsquo;aboiteaux (buses de bois pour l&rsquo;&eacute;vacuation des eaux) &ndash; par les Acadiens au xvii<sup>e</sup>&nbsp;si&egrave;cle et poursuivie par les Planters et les habitants actuels. L&rsquo;endroit &ndash; marqu&eacute; par une amplitude des mar&eacute;es parmi les plus fortes au monde&nbsp;: 11,6 m&egrave;tres en moyenne &ndash; est aussi un lieu m&eacute;moriel et symbolique majeur pour les Acadiens dont la d&eacute;portation, &agrave; partir de 1755, est connue comme le Grand D&eacute;rangement. Sur 1&nbsp;300 hectares, le paysage culturel comprend un polder agricole &eacute;tendu et des &eacute;l&eacute;ments arch&eacute;ologiques des villes de Grand Pr&eacute;, fond&eacute;e par les Acadiens, et de Hortonville, b&acirc;tie par leurs successeurs anglais. Le paysage constitue un exemple exceptionnel de l&rsquo;adaptation des premiers colons europ&eacute;ens aux conditions de la c&ocirc;te atlantique nord-am&eacute;ricaine.</p>","<p align=""left"">The Landscape of Grand Pr&eacute; is an outstanding example and enduring model of the human capacity to overcome extraordinary natural challenges and cultural ordeals.</p>",,2012,,0,,,-64.30722222,45.11833333,1323.24,0,0,0,0,1,1,0,0,0,0,(v)(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du Nord,ca,can,0
